"pPostcode","pCity","pState","pCountryCode"
"22110","Permaisuri","Terengganu","MY"
"22120","Permaisuri","Terengganu","MY"
"22200","Kampung Raja","Terengganu","MY"
"22300","Kuala Besut","Terengganu","MY"
"22307","Kuala Besut","Terengganu","MY"
"22309","Kuala Besut","Terengganu","MY"
"23000","Dungun","Terengganu","MY"
"23007","Dungun","Terengganu","MY"
"23009","Dungun","Terengganu","MY"
"23050","Dungun","Terengganu","MY"
"23100","Paka","Terengganu","MY"
"23200","Bukit Besi","Terengganu","MY"
"23300","Ketengah Jaya","Terengganu","MY"
"23400","Al Muktatfi Billah Shah","Terengganu","MY"
"24000","Cukai","Terengganu","MY"
"24007","Cukai","Terengganu","MY"
"24009","Cukai","Terengganu","MY"
"24050","Ayer Puteh","Terengganu","MY"
"24060","Ceneh","Terengganu","MY"
"24100","Kijal","Terengganu","MY"
"24107","Kijal","Terengganu","MY"
"24109","Kijal","Terengganu","MY"
"24200","Kemasek","Terengganu","MY"
"24207","Kemasek","Terengganu","MY"
"24209","Kemasek","Terengganu","MY"
"24300","Kerteh","Terengganu","MY"
"25000","Kuantan","Pahang","MY"
"25050","Kuantan","Pahang","MY"
"25100","Kuantan","Pahang","MY"
"25150","Kuantan","Pahang","MY"
"25200","Kuantan","Pahang","MY"
"25250","Kuantan","Pahang","MY"
"25300","Kuantan","Pahang","MY"
"25350","Kuantan","Pahang","MY"
"25500","Kuantan","Pahang","MY"
"25502","Kuantan","Pahang","MY"
"25503","Kuantan","Pahang","MY"
"25504","Kuantan","Pahang","MY"
"25505","Kuantan","Pahang","MY"
"25506","Kuantan","Pahang","MY"
"25508","Kuantan","Pahang","MY"
"25509","Kuantan","Pahang","MY"
"25512","Kuantan","Pahang","MY"
"25514","Kuantan","Pahang","MY"
"25516","Kuantan","Pahang","MY"
"25517","Kuantan","Pahang","MY"
"25518","Kuantan","Pahang","MY"
"25520","Kuantan","Pahang","MY"
"25524","Kuantan","Pahang","MY"
"25529","Kuantan","Pahang","MY"
"25532","Kuantan","Pahang","MY"
"25534","Kuantan","Pahang","MY"
"25536","Kuantan","Pahang","MY"
"25538","Kuantan","Pahang","MY"
"25540","Kuantan","Pahang","MY"
"25546","Kuantan","Pahang","MY"
"25548","Kuantan","Pahang","MY"
"25550","Kuantan","Pahang","MY"
"25551","Kuantan","Pahang","MY"
"25552","Kuantan","Pahang","MY"
"25556","Kuantan","Pahang","MY"
"25558","Kuantan","Pahang","MY"
"25560","Kuantan","Pahang","MY"
"25564","Kuantan","Pahang","MY"
"25570","Kuantan","Pahang","MY"
"25576","Kuantan","Pahang","MY"
"25578","Kuantan","Pahang","MY"
"25582","Kuantan","Pahang","MY"
"25584","Kuantan","Pahang","MY"
"25586","Kuantan","Pahang","MY"
"25590","Kuantan","Pahang","MY"
"25592","Kuantan","Pahang","MY"
"25594","Kuantan","Pahang","MY"
"25596","Kuantan","Pahang","MY"
"25598","Kuantan","Pahang","MY"
"25600","Kuantan","Pahang","MY"
"25604","Kuantan","Pahang","MY"
"25606","Kuantan","Pahang","MY"
"25608","Kuantan","Pahang","MY"
"25609","Kuantan","Pahang","MY"
"25610","Kuantan","Pahang","MY"
"25612","Kuantan","Pahang","MY"
"25614","Kuantan","Pahang","MY"
"25620","Kuantan","Pahang","MY"
"25622","Kuantan","Pahang","MY"
"25626","Kuantan","Pahang","MY"
"25628","Kuantan","Pahang","MY"
"25630","Kuantan","Pahang","MY"
"25632","Kuantan","Pahang","MY"
"25644","Kuantan","Pahang","MY"
"25646","Kuantan","Pahang","MY"
"25648","Kuantan","Pahang","MY"
"25656","Kuantan","Pahang","MY"
"25660","Kuantan","Pahang","MY"
"25661","Kuantan","Pahang","MY"
"25662","Kuantan","Pahang","MY"
"25670","Kuantan","Pahang","MY"
"25672","Kuantan","Pahang","MY"
"25673","Kuantan","Pahang","MY"
"25674","Kuantan","Pahang","MY"
"25676","Kuantan","Pahang","MY"
"25690","Kuantan","Pahang","MY"
"25700","Kuantan","Pahang","MY"
"25710","Kuantan","Pahang","MY"
"25720","Kuantan","Pahang","MY"
"25730","Kuantan","Pahang","MY"
"25740","Kuantan","Pahang","MY"
"25750","Kuantan","Pahang","MY"
"25990","Kuantan","Pahang","MY"
"26010","Kuantan","Pahang","MY"
"26040","Kuantan","Pahang","MY"
"26050","Bukit Goh","Pahang","MY"
"26060","Kuantan","Pahang","MY"
"26070","Kuantan","Pahang","MY"
"26080","Kuantan","Pahang","MY"
"26090","Bukit Goh","Pahang","MY"
"26100","Kuantan","Pahang","MY"
"26140","Kuantan","Pahang","MY"
"26150","Balok","Pahang","MY"
"26180","Bukit Kuin","Pahang","MY"
"26190","Balok","Pahang","MY"
"26200","Sungai Lembing","Pahang","MY"
"26250","Kuantan","Pahang","MY"
"26300","Gambang","Pahang","MY"
"26310","Gambang","Pahang","MY"
"26320","Gambang","Pahang","MY"
"26330","Gambang","Pahang","MY"
"26340","Gambang","Pahang","MY"
"26350","Gambang","Pahang","MY"
"26360","Gambang","Pahang","MY"
"26370","Gambang","Pahang","MY"
"26400","Bandar Pusat  Jengka","Pahang","MY"
"26400","Bandar Pusat Jengka","Pahang","MY"
"26410","Bandar Pusat  Jengka","Pahang","MY"
"26420","Bandar Pusat  Jengka","Pahang","MY"
"26430","Bandar Pusat  Jengka","Pahang","MY"
"26430","Bandar Pusat Jengka","Pahang","MY"
"26440","Bandar Pusat  Jengka","Pahang","MY"
"26450","Bandar Pusat  Jengka","Pahang","MY"
"26460","Bandar Pusat  Jengka","Pahang","MY"
"26485","Bandar Pusat  Jengka","Pahang","MY"
"26490","Bandar Pusat  Jengka","Pahang","MY"
"26500","Maran","Pahang","MY"
"26600","Pekan","Pahang","MY"
"26607","Pekan","Pahang","MY"
"26609","Pekan","Pahang","MY"
"26610","Pekan","Pahang","MY"
"26620","Pekan","Pahang","MY"
"26630","Pekan","Pahang","MY"
"26640","Pekan","Pahang","MY"
"26650","Pekan","Pahang","MY"
"26660","Pekan","Pahang","MY"
"26680","Pekan","Pahang","MY"
"26690","Chini","Pahang","MY"
"26700","Muadzam Shah","Pahang","MY"
"26800","Kuala Rompin","Pahang","MY"
"26810","Kuala Rompin","Pahang","MY"
"26820","Kuala Rompin","Pahang","MY"
"26900","Bandar Tun Abdul Razak","Pahang","MY"
"27000","Jerantut","Pahang","MY"
"27010","Jerantut","Pahang","MY"
"27020","Jerantut","Pahang","MY"
"27030","Damak","Pahang","MY"
"27040","Jerantut","Pahang","MY"
"27050","Jerantut","Pahang","MY"
"27060","Jerantut","Pahang","MY"
"27070","Jerantut","Pahang","MY"
"27090","Jerantut","Pahang","MY"
"27100","Padang Tengku","Pahang","MY"
"27150","Jerantut","Pahang","MY"
"27200","Kuala Lipis","Pahang","MY"
"27207","Kuala Lipis","Pahang","MY"
"27209","Kuala Lipis","Pahang","MY"
"27210","Kuala Lipis","Pahang","MY"
"27300","Benta","Pahang","MY"
"27310","Benta","Pahang","MY"
"27400","Dong","Pahang","MY"
"27600","Raub","Pahang","MY"
"27607","Raub","Pahang","MY"
"27609","Raub","Pahang","MY"
"27610","Raub","Pahang","MY"
"27620","Raub","Pahang","MY"
"27630","Raub","Pahang","MY"
"27650","Sungai Koyan","Pahang","MY"
"27660","Sega","Pahang","MY"
"27670","Raub","Pahang","MY"
"28000","Temerloh","Pahang","MY"
"28007","Temerloh","Pahang","MY"
"28009","Temerloh","Pahang","MY"
"28010","Temerloh","Pahang","MY"
"28020","Temerloh","Pahang","MY"
"28030","Temerloh","Pahang","MY"
"28040","Temerloh","Pahang","MY"
"28050","Kuala Krau","Pahang","MY"
"28100","Chenor","Pahang","MY"
"28200","Bandar Bera","Pahang","MY"
"28300","Triang","Pahang","MY"
"28310","Triang","Pahang","MY"
"28320","Triang","Pahang","MY"
"28330","Triang","Pahang","MY"
"28340","Kemayan","Pahang","MY"
"28380","Kemayan","Pahang","MY"
"28400","Mentakab","Pahang","MY"
"28407","Mentakab","Pahang","MY"
"28409","Mentakab","Pahang","MY"
"28500","Lanchang","Pahang","MY"
"28600","Karak","Pahang","MY"
"28610","Karak","Pahang","MY"
"28620","Karak","Pahang","MY"
"28700","Bentong","Pahang","MY"
"28707","Bentong","Pahang","MY"
"28709","Bentong","Pahang","MY"
"28730","Bentong","Pahang","MY"
"28740","Bentong","Pahang","MY"
"28750","Bentong","Pahang","MY"
"28800","Lurah Bilut","Pahang","MY"
"30000","Ipoh","Perak","MY"
"30010","Ipoh","Perak","MY"
"30020","Ipoh","Perak","MY"
"30100","Ipoh","Perak","MY"
"30200","Ipoh","Perak","MY"
"30250","Ipoh","Perak","MY"
"30300","Ipoh","Perak","MY"
"30350","Ipoh","Perak","MY"
"30450","Ipoh","Perak","MY"
"30500","Ipoh","Perak","MY"
"30502","Ipoh","Perak","MY"
"30503","Ipoh","Perak","MY"
"30504","Ipoh","Perak","MY"
"30505","Ipoh","Perak","MY"
"30506","Ipoh","Perak","MY"
"30508","Ipoh","Perak","MY"
"30510","Ipoh","Perak","MY"
"30512","Ipoh","Perak","MY"
"30516","Ipoh","Perak","MY"
"30517","Ipoh","Perak","MY"
"30518","Ipoh","Perak","MY"
"30519","Ipoh","Perak","MY"
"30520","Ipoh","Perak","MY"
"30524","Ipoh","Perak","MY"
"30532","Ipoh","Perak","MY"
"30534","Ipoh","Perak","MY"
"30536","Ipoh","Perak","MY"
"30540","Ipoh","Perak","MY"
"30542","Ipoh","Perak","MY"
"30546","Ipoh","Perak","MY"
"30548","Ipoh","Perak","MY"
"30550","Ipoh","Perak","MY"
"30551","Ipoh","Perak","MY"
"30552","Ipoh","Perak","MY"
"30554","Ipoh","Perak","MY"
"30556","Ipoh","Perak","MY"
"30560","Ipoh","Perak","MY"
"30564","Ipoh","Perak","MY"
"30570","Ipoh","Perak","MY"
"30576","Ipoh","Perak","MY"
"30580","Ipoh","Perak","MY"
"30582","Ipoh","Perak","MY"
"30586","Ipoh","Perak","MY"
"30590","Ipoh","Perak","MY"
"30592","Ipoh","Perak","MY"
"30594","Ipoh","Perak","MY"
"30596","Ipoh","Perak","MY"
"30600","Ipoh","Perak","MY"
"30604","Ipoh","Perak","MY"
"30606","Ipoh","Perak","MY"
"30609","Ipoh","Perak","MY"
"30610","Ipoh","Perak","MY"
"30612","Ipoh","Perak","MY"
"30614","Ipoh","Perak","MY"
"30620","Ipoh","Perak","MY"
"30621","Ipoh","Perak","MY"
"30622","Ipoh","Perak","MY"
"30626","Ipoh","Perak","MY"
"30628","Ipoh","Perak","MY"
"30630","Ipoh","Perak","MY"
"30632","Ipoh","Perak","MY"
"30634","Ipoh","Perak","MY"
"30644","Ipoh","Perak","MY"
"30646","Ipoh","Perak","MY"
"30648","Ipoh","Perak","MY"
"30656","Ipoh","Perak","MY"
"30658","Ipoh","Perak","MY"
"30660","Ipoh","Perak","MY"
"30661","Ipoh","Perak","MY"
"30662","Ipoh","Perak","MY"
"30664","Ipoh","Perak","MY"
"30668","Ipoh","Perak","MY"
"30670","Ipoh","Perak","MY"
"30673","Ipoh","Perak","MY"
"30674","Ipoh","Perak","MY"
"30676","Ipoh","Perak","MY"
"30682","Ipoh","Perak","MY"
"30690","Ipoh","Perak","MY"
"30700","Ipoh","Perak","MY"
"30710","Ipoh","Perak","MY"
"30720","Ipoh","Perak","MY"
"30730","Ipoh","Perak","MY"
"30740","Ipoh","Perak","MY"
"30750","Ipoh","Perak","MY"
"30760","Ipoh","Perak","MY"
"30770","Ipoh","Perak","MY"
"30780","Ipoh","Perak","MY"
"30790","Ipoh","Perak","MY"
"30800","Ipoh","Perak","MY"
"30810","Ipoh","Perak","MY"
"30820","Ipoh","Perak","MY"
"30830","Ipoh","Perak","MY"
"30840","Ipoh","Perak","MY"
"30900","Ipoh","Perak","MY"
"30902","Ipoh","Perak","MY"
"30904","Ipoh","Perak","MY"
"30906","Ipoh","Perak","MY"
"30908","Ipoh","Perak","MY"
"30910","Ipoh","Perak","MY"
"30912","Ipoh","Perak","MY"
"30988","Ipoh","Perak","MY"
"30990","Ipoh","Perak","MY"
"31000","Batu Gajah","Perak","MY"
"31007","Batu Gajah","Perak","MY"
"31009","Batu Gajah","Perak","MY"
"31050","Sungai Siput","Perak","MY"
"31100","Sungai Siput","Perak","MY"
"31150","Ulu Kinta","Perak","MY"
"31200","Chemor","Perak","MY"
"31250","Tanjong Rambutan","Perak","MY"
"31300","Kampung Kepayang","Perak","MY"
"31350","Ipoh","Perak","MY"
"31400","Ipoh","Perak","MY"
"31407","Ipoh","Perak","MY"
"31409","Ipoh","Perak","MY"
"31450","Ipoh","Perak","MY"
"31500","Ipoh","Perak","MY"
"31550","Pusing","Perak","MY"
"31560","Pusing","Perak","MY"
"31600","Gopeng","Perak","MY"
"31610","Gopeng","Perak","MY"
"31650","Ipoh","Perak","MY"
"31700","Malim Nawar","Perak","MY"
"31750","Tronoh","Perak","MY"
"31800","Tanjong Tualang","Perak","MY"
"31850","Jeram","Perak","MY"
"31900","Kampar","Perak","MY"
"31907","Kampar","Perak","MY"
"31909","Kampar","Perak","MY"
"31910","Kampar","Perak","MY"
"31920","Kampar","Perak","MY"
"31950","Kampar","Perak","MY"
"32000","Sitiawan","Perak","MY"
"32040","Seri Manjong","Perak","MY"
"32040","Seri Manjung","Perak","MY"
"32100","TLDM Lumut","Perak","MY"
"32200","Lumut","Perak","MY"
"32300","Pangkor","Perak","MY"
"32400","Ayer Tawar","Perak","MY"
"32500","Changkat Keruing","Perak","MY"
"32600","Bota","Perak","MY"
"32610","Bandar Seri Iskandar","Perak","MY"
"32700","Bruas","Perak","MY"
"32800","Parit","Perak","MY"
"32900","Lambor Kanan","Perak","MY"
"33000","Kuala Kangsar","Perak","MY"
"33007","Kuala Kangsar","Perak","MY"
"33009","Kuala Kangsar","Perak","MY"
"33010","Kuala Kangsar","Perak","MY"
"33020","Kuala Kangsar","Perak","MY"
"33030","Kuala Kangsar","Perak","MY"
"33040","Kuala Kangsar","Perak","MY"
"33100","Pengkalan Hulu","Perak","MY"
"33200","Intan","Perak","MY"
"33300","Gerik","Perak","MY"
"33310","Gerik","Perak","MY"
"33320","Gerik","Perak","MY"
"33400","Lenggong","Perak","MY"
"33410","Lenggong","Perak","MY"
"33420","Lenggong","Perak","MY"
"33500","Sauk","Perak","MY"
"33600","Enggor","Perak","MY"
"33700","Padang Rengas","Perak","MY"
"33800","Manong","Perak","MY"
"34000","Taiping","Perak","MY"
"34007","Taiping","Perak","MY"
"34008","Taiping","Perak","MY"
"34009","Taiping","Perak","MY"
"34010","Taiping","Perak","MY"
"34020","Taiping","Perak","MY"
"34030","Taiping","Perak","MY"
"34100","Selama","Perak","MY"
"34120","Selama","Perak","MY"
"34130","Selama","Perak","MY"
"34140","Rantau Panjang","Perak","MY"
"34200","Parit Buntar","Perak","MY"
"34250","Tanjong Piandang","Perak","MY"
"34300","Bagan Serai","Perak","MY"
"34310","Bagan Serai","Perak","MY"
"34350","Kuala Kurau","Perak","MY"
"34400","Simpang Ampat Semanggol","Perak","MY"
"34500","Batu Kurau","Perak","MY"
"34510","Batu Kurau","Perak","MY"
"34520","Batu Kurau","Perak","MY"
"34600","Kamunting","Perak","MY"
"34650","Kuala Sepetang","Perak","MY"
"34700","Simpang","Perak","MY"
"34750","Matang","Perak","MY"
"34800","Trong","Perak","MY"
"34850","Changkat Jering","Perak","MY"
"34900","Pantai Remis","Perak","MY"
"34950","Bandar Baharu","Kedah","MY"
"35000","Tapah","Perak","MY"
"35007","Tapah","Perak","MY"
"35009","Tapah","Perak","MY"
"35300","Chenderiang","Perak","MY"
"35350","Temoh","Perak","MY"
"35400","Tapah Road","Perak","MY"
"35500","Bidor","Perak","MY"
"35600","Sungkai","Perak","MY"
"35700","Trolak","Perak","MY"
"35800","Slim River","Perak","MY"
"35820","Slim River","Perak","MY"
"35900","Tanjong Malim","Perak","MY"
"35907","Tanjong Malim","Perak","MY"
"35909","Tanjong Malim","Perak","MY"
"35910","Tanjong Malim","Perak","MY"
"35950","Behrang Stesen","Perak","MY"
"36000","Teluk Intan","Perak","MY"
"36007","Teluk Intan","Perak","MY"
"36008","Teluk Intan","Perak","MY"
"36009","Teluk Intan","Perak","MY"
"36010","Teluk Intan","Perak","MY"
"36020","Teluk Intan","Perak","MY"
"36030","Teluk Intan","Perak","MY"
"36100","Bagan Datoh","Perak","MY"
"36110","Teluk Intan","Perak","MY"
"36200","Selekoh","Perak","MY"
"36207","Selekoh","Perak","MY"
"36209","Selekoh","Perak","MY"
"36300","Sungai Sumun","Perak","MY"
"36307","Sungai Sumun","Perak","MY"
"36309","Sungai Sumun","Perak","MY"
"36400","Hutan Melintang","Perak","MY"
"36500","Ulu Bernam","Perak","MY"
"36600","Chenderong Balai","Perak","MY"
"36700","Langkap","Perak","MY"
"36750","Chikus","Perak","MY"
"36800","Kampung Gajah","Perak","MY"
"36810","Kampung Gajah","Perak","MY"
"39000","Tanah Rata","Pahang","MY"
"39007","Tanah Rata","Pahang","MY"
"39009","Tanah Rata","Pahang","MY"
"39010","Tanah Rata","Pahang","MY"
"39100","Brinchang","Pahang","MY"
"39200","Ringlet","Pahang","MY"
"40000","Shah Alam","Selangor","MY"
"40100","Shah Alam","Selangor","MY"
"40150","Shah Alam","Selangor","MY"
"40160","Shah Alam","Selangor","MY"
"40170","Shah Alam","Selangor","MY"
"40200","Shah Alam","Selangor","MY"
"40300","Shah Alam","Selangor","MY"
"40400","Shah Alam","Selangor","MY"
"40450","Shah Alam","Selangor","MY"
"40460","Shah Alam","Selangor","MY"
"40470","Shah Alam","Selangor","MY"
"40500","Shah Alam","Selangor","MY"
"40502","Shah Alam","Selangor","MY"
"40503","Shah Alam","Selangor","MY"
"40505","Shah Alam","Selangor","MY"
"40512","Shah Alam","Selangor","MY"
"40517","Shah Alam","Selangor","MY"
"40520","Shah Alam","Selangor","MY"
"40529","Shah Alam","Selangor","MY"
"40542","Shah Alam","Selangor","MY"
"40548","Shah Alam","Selangor","MY"
"40550","Shah Alam","Selangor","MY"
"40551","Shah Alam","Selangor","MY"
"40560","Shah Alam","Selangor","MY"
"40564","Shah Alam","Selangor","MY"
"40570","Shah Alam","Selangor","MY"
"40572","Shah Alam","Selangor","MY"
"40576","Shah Alam","Selangor","MY"
"40578","Shah Alam","Selangor","MY"
"40582","Shah Alam","Selangor","MY"
"40590","Shah Alam","Selangor","MY"
"40592","Shah Alam","Selangor","MY"
"40594","Shah Alam","Selangor","MY"
"40596","Shah Alam","Selangor","MY"
"40598","Shah Alam","Selangor","MY"
"40604","Shah Alam","Selangor","MY"
"40607","Shah Alam","Selangor","MY"
"40608","Shah Alam","Selangor","MY"
"40610","Shah Alam","Selangor","MY"
"40612","Shah Alam","Selangor","MY"
"40620","Shah Alam","Selangor","MY"
"40622","Shah Alam","Selangor","MY"
"40626","Shah Alam","Selangor","MY"
"40632","Shah Alam","Selangor","MY"
"40646","Shah Alam","Selangor","MY"
"40648","Shah Alam","Selangor","MY"
"40660","Shah Alam","Selangor","MY"
"40664","Shah Alam","Selangor","MY"
"40670","Shah Alam","Selangor","MY"
"40672","Shah Alam","Selangor","MY"
"40673","Shah Alam","Selangor","MY"
"40674","Shah Alam","Selangor","MY"
"40675","Shah Alam","Selangor","MY"
"40676","Shah Alam","Selangor","MY"
"40680","Shah Alam","Selangor","MY"
"40690","Shah Alam","Selangor","MY"
"40700","Shah Alam","Selangor","MY"
"40702","Shah Alam","Selangor","MY"
"40704","Shah Alam","Selangor","MY"
"40706","Shah Alam","Selangor","MY"
"40708","Shah Alam","Selangor","MY"
"40710","Shah Alam","Selangor","MY"
"40712","Shah Alam","Selangor","MY"
"40714","Shah Alam","Selangor","MY"
"40716","Shah Alam","Selangor","MY"
"40718","Shah Alam","Selangor","MY"
"40720","Shah Alam","Selangor","MY"
"40722","Shah Alam","Selangor","MY"
"40724","Shah Alam","Selangor","MY"
"40726","Shah Alam","Selangor","MY"
"40728","Shah Alam","Selangor","MY"
"40730","Shah Alam","Selangor","MY"
"40732","Shah Alam","Selangor","MY"
"40800","Shah Alam","Selangor","MY"
"40802","Shah Alam","Selangor","MY"
"40804","Shah Alam","Selangor","MY"
"40806","Shah Alam","Selangor","MY"
"40808","Shah Alam","Selangor","MY"
"40810","Shah Alam","Selangor","MY"
"40990","Shah Alam","Selangor","MY"
"41000","Klang","Selangor","MY"
"41050","Klang","Selangor","MY"
"41100","Klang","Selangor","MY"
"41150","Klang","Selangor","MY"
"41200","Klang","Selangor","MY"
"41250","Klang","Selangor","MY"
"41300","Klang","Selangor","MY"
"41400","Klang","Selangor","MY"
"41506","Klang","Selangor","MY"
"41560","Klang","Selangor","MY"
"41586","Klang","Selangor","MY"
"41672","Klang","Selangor","MY"
"41700","Klang","Selangor","MY"
"41710","Klang","Selangor","MY"
"41720","Klang","Selangor","MY"
"41900","Klang","Selangor","MY"
"41902","Klang","Selangor","MY"
"41904","Klang","Selangor","MY"
"41906","Klang","Selangor","MY"
"41908","Klang","Selangor","MY"
"41910","Klang","Selangor","MY"
"41912","Klang","Selangor","MY"
"41914","Klang","Selangor","MY"
"41916","Klang","Selangor","MY"
"41918","Klang","Selangor","MY"
"41990","Klang","Selangor","MY"
"42000","Pelabuhan Klang","Selangor","MY"
"42009","Pelabuhan Klang","Selangor","MY"
"42100","Klang","Selangor","MY"
"42200","Kapar","Selangor","MY"
"42300","Bandar Puncak Alam","Selangor","MY"
"42500","Telok Panglima Garang","Selangor","MY"
"42507","Telok Panglima Garang","Selangor","MY"
"42509","Telok Panglima Garang","Selangor","MY"
"42600","Jenjarom","Selangor","MY"
"42610","Jenjarom","Selangor","MY"
"42700","Banting","Selangor","MY"
"42800","Tanjong Sepat","Selangor","MY"
"42800","Tanjung Sepat","Selangor","MY"
"42920","Pulau Indah","Selangor","MY"
"42940","Pulau Ketam","Selangor","MY"
"42960","Pulau Carey","Selangor","MY"
"43000","Kajang","Selangor","MY"
"43007","Kajang","Selangor","MY"
"43009","Kajang","Selangor","MY"
"43100","Hulu Langat","Selangor","MY"
"43200","Cheras","Selangor","MY"
"43207","Cheras","Selangor","MY"
"43300","Seri Kembangan","Selangor","MY"
"43400","Serdang","Selangor","MY"
"43500","Semenyih","Selangor","MY"
"43558","Kajang","Selangor","MY"
"43600","Bandar Baru Bangi","Selangor","MY"
"43650","Bandar Baru Bangi","Selangor","MY"
"43700","Beranang","Selangor","MY"
"43800","Dengkil","Selangor","MY"
"43807","Dengkil","Selangor","MY"
"43900","Sepang","Selangor","MY"
"43950","Sungai Pelek","Selangor","MY"
"44000","Kuala Kubu Baru","Selangor","MY"
"44010","Kuala Kubu Baru","Selangor","MY"
"44020","Kuala Kubu Baru","Selangor","MY"
"44100","Kerling","Selangor","MY"
"44110","Kuala Kubu Baru","Selangor","MY"
"44200","Rasa","Selangor","MY"
"44300","Batang Kali","Selangor","MY"
"45000","Kuala Selangor","Selangor","MY"
"45100","Sungai Ayer Tawar","Selangor","MY"
"45200","Sabak Bernam","Selangor","MY"
"45207","Sabak Bernam","Selangor","MY"
"45209","Sabak Bernam","Selangor","MY"
"45300","Sungai Besar","Selangor","MY"
"45400","Sekinchan","Selangor","MY"
"45500","Tanjong Karang","Selangor","MY"
"45600","Bestari Jaya","Selangor","MY"
"45607","Bestari Jaya","Selangor","MY"
"45609","Bestari Jaya","Selangor","MY"
"45620","Bestari Jaya","Selangor","MY"
"45700","Bukit Rotan","Selangor","MY"
"45800","Jeram","Selangor","MY"
"46000","Petaling Jaya","Selangor","MY"
"46050","Petaling Jaya","Selangor","MY"
"46100","Petaling Jaya","Selangor","MY"
"46150","Petaling Jaya","Selangor","MY"
"46200","Petaling Jaya","Selangor","MY"
"46300","Petaling Jaya","Selangor","MY"
"46350","Petaling Jaya","Selangor","MY"
"46400","Petaling Jaya","Selangor","MY"
"46506","Petaling Jaya","Selangor","MY"
"46547","Petaling Jaya","Selangor","MY"
"46549","Petaling Jaya","Selangor","MY"
"46551","Petaling Jaya","Selangor","MY"
"46564","Petaling Jaya","Selangor","MY"
"46582","Petaling Jaya","Selangor","MY"
"46598","Petaling Jaya","Selangor","MY"
"46662","Petaling Jaya","Selangor","MY"
"46667","Petaling Jaya","Selangor","MY"
"46668","Petaling Jaya","Selangor","MY"
"46672","Petaling Jaya","Selangor","MY"
"46675","Petaling Jaya","Selangor","MY"
"46700","Petaling Jaya","Selangor","MY"
"46710","Petaling Jaya","Selangor","MY"
"46720","Petaling Jaya","Selangor","MY"
"46730","Petaling Jaya","Selangor","MY"
"46740","Petaling Jaya","Selangor","MY"
"46750","Petaling Jaya","Selangor","MY"
"46760","Petaling Jaya","Selangor","MY"
"46770","Petaling Jaya","Selangor","MY"
"46780","Petaling Jaya","Selangor","MY"
"46781","Petaling Jaya","Selangor","MY"
"46782","Petaling Jaya","Selangor","MY"
"46783","Petaling Jaya","Selangor","MY"
"46784","Petaling Jaya","Selangor","MY"
"46785","Petaling Jaya","Selangor","MY"
"46786","Petaling Jaya","Selangor","MY"
"46787","Petaling Jaya","Selangor","MY"
"46788","Petaling Jaya","Selangor","MY"
"46789","Petaling Jaya","Selangor","MY"
"46790","Petaling Jaya","Selangor","MY"
"46791","Petaling Jaya","Selangor","MY"
"46792","Petaling Jaya","Selangor","MY"
"46793","Petaling Jaya","Selangor","MY"
"46794","Petaling Jaya","Selangor","MY"
"46795","Petaling Jaya","Selangor","MY"
"46796","Petaling Jaya","Selangor","MY"
"46797","Petaling Jaya","Selangor","MY"
"46798","Petaling Jaya","Selangor","MY"
"46799","Petaling Jaya","Selangor","MY"
"46800","Petaling Jaya","Selangor","MY"
"46801","Petaling Jaya","Selangor","MY"
"46802","Petaling Jaya","Selangor","MY"
"46803","Petaling Jaya","Selangor","MY"
"46804","Petaling Jaya","Selangor","MY"
"46805","Petaling Jaya","Selangor","MY"
"46806","Petaling Jaya","Selangor","MY"
"46860","Petaling Jaya","Selangor","MY"
"46870","Petaling Jaya","Selangor","MY"
"46960","Petaling Jaya","Selangor","MY"
"46962","Petaling Jaya","Selangor","MY"
"46964","Petaling Jaya","Selangor","MY"
"46966","Petaling Jaya","Selangor","MY"
"46968","Petaling Jaya","Selangor","MY"
"46970","Petaling Jaya","Selangor","MY"
"46972","Petaling Jaya","Selangor","MY"
"46974","Petaling Jaya","Selangor","MY"
"46976","Petaling Jaya","Selangor","MY"
"46978","Petaling Jaya","Selangor","MY"
"47000","Sungai Buloh","Selangor","MY"
"47100","Puchong","Selangor","MY"
"47110","Puchong","Selangor","MY"
"47120","Puchong","Selangor","MY"
"47130","Puchong","Selangor","MY"
"47140","Puchong","Selangor","MY"
"47150","Puchong","Selangor","MY"
"47160","Puchong","Selangor","MY"
"47170","Puchong","Selangor","MY"
"47180","Puchong","Selangor","MY"
"47190","Puchong","Selangor","MY"
"47200","Subang Jaya","Selangor","MY"
"47300","Petaling Jaya","Selangor","MY"
"47301","Petaling Jaya","Selangor","MY"
"47307","Petaling Jaya","Selangor","MY"
"47308","Petaling Jaya","Selangor","MY"
"47400","Petaling Jaya","Selangor","MY"
"47410","Petaling Jaya","Selangor","MY"
"47500","Subang Jaya","Selangor","MY"
"47507","Subang Jaya","Selangor","MY"
"47600","Subang Jaya","Selangor","MY"
"47610","Subang Jaya","Selangor","MY"
"47620","Subang Jaya","Selangor","MY"
"47630","Subang Jaya","Selangor","MY"
"47640","Subang Jaya","Selangor","MY"
"47650","Subang Jaya","Selangor","MY"
"47800","Petaling Jaya","Selangor","MY"
"47810","Petaling Jaya","Selangor","MY"
"47820","Petaling Jaya","Selangor","MY"
"47830","Petaling Jaya","Selangor","MY"
"48000","Rawang","Selangor","MY"
"48010","Rawang","Selangor","MY"
"48020","Rawang","Selangor","MY"
"48050","Kuang","Selangor","MY"
"48050","Rawang","Selangor","MY"
